tensor,proj,stoc_len,halve,scramble,mse,rel_fro
L31.gate_proj,gate_proj,48,full,counter,0.0020761843770742416,0.04128061607480049
L31.gate_proj,gate_proj,48,full,bitrev,0.0020151138305664062,0.04066895321011543
L31.gate_proj,gate_proj,48,halve,off,0.005019188392907381,0.06418447196483612
L31.gate_proj,gate_proj,48,halve,counter,0.0020907262805849314,0.04142493009567261
L31.gate_proj,gate_proj,48,halve,bitrev,0.0019122041994705796,0.03961688280105591
L31.gate_proj,gate_proj,32,full,off,0.021538658067584038,0.1329604685306549
L31.gate_proj,gate_proj,32,full,counter,0.004269288387149572,0.059195805341005325
L31.gate_proj,gate_proj,32,full,bitrev,0.004062896128743887,0.057747215032577515
L31.gate_proj,gate_proj,32,halve,off,0.01787407696247101,0.12112254649400711
L31.gate_proj,gate_proj,32,halve,counter,0.0042569758370518684,0.059110380709171295
L31.gate_proj,gate_proj,32,halve,bitrev,0.0038650056812912226,0.05632331967353821
L31.gate_proj,gate_proj,16,full,off,0.0940280482172966,0.27780619263648987
L31.gate_proj,gate_proj,16,full,counter,0.014617441222071648,0.10953398048877716
L31.gate_proj,gate_proj,16,full,bitrev,0.0134339714422822,0.10500631481409073
L31.gate_proj,gate_proj,16,halve,off,0.08618226647377014,0.2659635543823242
L31.gate_proj,gate_proj,16,halve,counter,0.014585036784410477,0.10941250622272491
L31.gate_proj,gate_proj,16,halve,bitrev,0.012958422303199768,0.103131003677845
L31.k_proj,k_proj,256,full,off,0.0010104343527927995,0.017353789880871773
L31.k_proj,k_proj,256,full,counter,0.0010104343527927995,0.017353789880871773
L31.k_proj,k_proj,256,full,bitrev,0.0010104343527927995,0.017353789880871773
L31.k_proj,k_proj,256,halve,off,0.0005986382602714002,0.013357417657971382
L31.k_proj,k_proj,256,halve,counter,0.0007291322690434754,0.014741558581590652
L31.k_proj,k_proj,256,halve,bitrev,0.0007333140820264816,0.014783773571252823
L31.k_proj,k_proj,192,full,off,0.0017366199754178524,0.02275059185922146
L31.k_proj,k_proj,192,full,counter,0.0010482389479875565,0.017675448209047318
L31.k_proj,k_proj,192,full,bitrev,0.00106512859929353,0.01781727559864521
L31.k_proj,k_proj,192,halve,off,0.0011085367295891047,0.018176712095737457
L31.k_proj,k_proj,192,halve,counter,0.001173596829175949,0.01870250329375267
L31.k_proj,k_proj,192,halve,bitrev,0.0011171315563842654,0.01824703998863697
L31.k_proj,k_proj,128,full,off,0.006029414478689432,0.04239140823483467
L31.k_proj,k_proj,128,full,counter,0.0021328697912395,0.025212878361344337
L31.k_proj,k_proj,128,full,bitrev,0.002173325279727578,0.025450868532061577
L31.k_proj,k_proj,128,halve,off,0.0035452984739094973,0.03250623494386673
L31.k_proj,k_proj,128,halve,counter,0.002277074148878455,0.026051266118884087
L31.k_proj,k_proj,128,halve,bitrev,0.0020145736634731293,0.024503709748387337
L31.k_proj,k_proj,96,full,off,0.009192380122840405,0.052342478185892105
L31.k_proj,k_proj,96,full,counter,0.003622200805693865,0.03285689651966095
L31.k_proj,k_proj,96,full,bitrev,0.003366036107763648,0.03167376294732094
L31.k_proj,k_proj,96,halve,off,0.006195635534822941,0.042971763759851456
L31.k_proj,k_proj,96,halve,counter,0.0037777023389935493,0.03355475887656212
L31.k_proj,k_proj,96,halve,bitrev,0.003376946086063981,0.03172504901885986
L31.k_proj,k_proj,64,full,off,0.03361701965332031,0.10009672492742538
L31.k_proj,k_proj,64,full,counter,0.00729299196973443,0.04662223905324936
L31.k_proj,k_proj,64,full,bitrev,0.006919819861650467,0.0454137809574604
L31.k_proj,k_proj,64,halve,off,0.025893835350871086,0.08784933388233185
L31.k_proj,k_proj,64,halve,counter,0.007398497313261032,0.04695826396346092
L31.k_proj,k_proj,64,halve,bitrev,0.00675055431202054,0.04485490918159485
L31.k_proj,k_proj,48,full,off,0.05122418701648712,0.12355997413396835
L31.k_proj,k_proj,48,full,counter,0.01208918634802103,0.06002591922879219
L31.k_proj,k_proj,48,full,bitrev,0.011234337463974953,0.05786474049091339
L31.k_proj,k_proj,48,halve,off,0.04203294962644577,0.1119270920753479
L31.k_proj,k_proj,48,halve,counter,0.012181171216070652,0.06025385111570358
L31.k_proj,k_proj,48,halve,bitrev,0.011079940013587475,0.05746573209762573
L31.k_proj,k_proj,32,full,off,0.16660091280937195,0.22283270955085754
L31.k_proj,k_proj,32,full,counter,0.023856187239289284,0.08432197570800781
L31.k_proj,k_proj,32,full,bitrev,0.022936582565307617,0.08268079906702042
L31.k_proj,k_proj,32,halve,off,0.14781104028224945,0.2098909616470337
L31.k_proj,k_proj,32,halve,counter,0.024001020938158035,0.08457755297422409
L31.k_proj,k_proj,32,halve,bitrev,0.022370612248778343,0.08165432512760162
L31.k_proj,k_proj,16,full,off,0.8045516610145569,0.4896854758262634
L31.k_proj,k_proj,16,full,counter,0.08134900033473969,0.15570996701717377
L31.k_proj,k_proj,16,full,bitrev,0.06983400881290436,0.14426922798156738
L31.k_proj,k_proj,16,halve,off,0.7647221684455872,0.4774106740951538
L31.k_proj,k_proj,16,halve,counter,0.08101587742567062,0.15539079904556274
L31.k_proj,k_proj,16,halve,bitrev,0.06834080815315247,0.14271852374076843
L31.o_proj,o_proj,256,full,off,3.255514820921235e-05,0.025561410933732986
L31.o_proj,o_proj,256,full,counter,3.255514820921235e-05,0.025561410933732986
L31.o_proj,o_proj,256,full,bitrev,3.255514820921235e-05,0.025561410933732986
L31.o_proj,o_proj,256,halve,off,2.7011046768166125e-05,0.02328336425125599
L31.o_proj,o_proj,256,halve,counter,2.9093662305967882e-05,0.02416430041193962
L31.o_proj,o_proj,256,halve,bitrev,3.029377512575593e-05,0.02465764991939068
L31.o_proj,o_proj,192,full,off,5.5969187087612227e-05,0.03351579234004021
L31.o_proj,o_proj,192,full,counter,4.9529564421391115e-05,0.031528785824775696
L31.o_proj,o_proj,192,full,bitrev,5.191630407352932e-05,0.03227950632572174
L31.o_proj,o_proj,192,halve,off,4.903067747363821e-05,0.03136959671974182
L31.o_proj,o_proj,192,halve,counter,4.990339220967144e-05,0.03164754435420036
L31.o_proj,o_proj,192,halve,bitrev,5.121906360727735e-05,0.03206201270222664
L31.o_proj,o_proj,128,full,off,0.00014348505646921694,0.05366342142224312
L31.o_proj,o_proj,128,full,counter,0.00010151792230317369,0.04513842239975929
L31.o_proj,o_proj,128,full,bitrev,0.0001013186847558245,0.04509410634636879
L31.o_proj,o_proj,128,halve,off,0.00010530529834795743,0.045972712337970734
L31.o_proj,o_proj,128,halve,counter,9.66424704529345e-05,0.044041186571121216
L31.o_proj,o_proj,128,halve,bitrev,9.915502596413717e-05,0.04461001232266426
L31.o_proj,o_proj,96,full,off,0.00024349690647795796,0.06990717351436615
L31.o_proj,o_proj,96,full,counter,0.00018211673886980861,0.060457464307546616
L31.o_proj,o_proj,96,full,bitrev,0.00017281761392951012,0.05889372527599335
L31.o_proj,o_proj,96,halve,off,0.00019214724306948483,0.06210006773471832
L31.o_proj,o_proj,96,halve,counter,0.00017324496002402157,0.058966491371393204
L31.o_proj,o_proj,96,halve,bitrev,0.00016336767293978482,0.05726088210940361
L31.o_proj,o_proj,64,full,off,0.0006798566319048405,0.11681097745895386
L31.o_proj,o_proj,64,full,counter,0.00035514208138920367,0.08442597091197968
L31.o_proj,o_proj,64,full,bitrev,0.0003453335666563362,0.0832519382238388
L31.o_proj,o_proj,64,halve,off,0.0005688118981197476,0.10684625804424286
L31.o_proj,o_proj,64,halve,counter,0.0003539673634804785,0.08428622782230377
L31.o_proj,o_proj,64,halve,bitrev,0.0003388710902072489,0.08246928453445435
L31.o_proj,o_proj,48,full,off,0.0011033909395337105,0.14881259202957153
L31.o_proj,o_proj,48,full,counter,0.0005536631215363741,0.10541388392448425
L31.o_proj,o_proj,48,full,bitrev,0.0005631548701785505,0.10631363093852997
L31.o_proj,o_proj,48,halve,off,0.0009601564961485565,0.13881807029247284
L31.o_proj,o_proj,48,halve,counter,0.0005549823399633169,0.10553938895463943
L31.o_proj,o_proj,48,halve,bitrev,0.0005781594081781805,0.10772060602903366
L31.o_proj,o_proj,32,full,off,0.003075977088883519,0.24846576154232025
L31.o_proj,o_proj,32,full,counter,0.001197702600620687,0.15504205226898193
L31.o_proj,o_proj,32,full,bitrev,0.0011646888451650739,0.15289030969142914
L31.o_proj,o_proj,32,halve,off,0.0027999139856547117,0.2370540201663971
L31.o_proj,o_proj,32,halve,counter,0.0012072606477886438,0.15565945208072662
L31.o_proj,o_proj,32,halve,bitrev,0.001162170898169279,0.152724951505661
L31.o_proj,o_proj,16,full,off,0.013576425611972809,0.5219966769218445
L31.o_proj,o_proj,16,full,counter,0.004096221644431353,0.2867257595062256
L31.o_proj,o_proj,16,full,bitrev,0.0038040021900087595,0.27630922198295593
L31.o_proj,o_proj,16,halve,off,0.013097510673105717,0.5127071142196655
L31.o_proj,o_proj,16,halve,counter,0.004129758570343256,0.28789710998535156
L31.o_proj,o_proj,16,halve,bitrev,0.0038333707489073277,0.2773737907409668
L31.q_proj,q_proj,256,full,off,0.0005146292969584465,0.016885897144675255
L31.q_proj,q_proj,256,full,counter,0.0005146292969584465,0.016885897144675255
L31.q_proj,q_proj,256,full,bitrev,0.0005146292969584465,0.016885897144675255
L31.q_proj,q_proj,256,halve,off,0.0002811566519085318,0.01248104777187109
L31.q_proj,q_proj,256,halve,counter,0.00035400522756390274,0.014004954136908054
L31.q_proj,q_proj,256,halve,bitrev,0.0003609169798437506,0.014141013845801353
L31.q_proj,q_proj,192,full,off,0.0008646959322504699,0.0218881256878376
L31.q_proj,q_proj,192,full,counter,0.0005053586210124195,0.016733111813664436
L31.q_proj,q_proj,192,full,bitrev,0.0005125024472363293,0.016850968822836876
L31.q_proj,q_proj,192,halve,off,0.0005064084543846548,0.016750482842326164
L31.q_proj,q_proj,192,halve,counter,0.000584982568398118,0.01800314337015152
L31.q_proj,q_proj,192,halve,bitrev,0.0005607215571217239,0.01762586645781994
L31.q_proj,q_proj,128,full,off,0.003139269072562456,0.041705287992954254
L31.q_proj,q_proj,128,full,counter,0.001008321763947606,0.02363613434135914
L31.q_proj,q_proj,128,full,bitrev,0.0010729788336902857,0.024382175877690315
L31.q_proj,q_proj,128,halve,off,0.0016889102989807725,0.03059004619717598
L31.q_proj,q_proj,128,halve,counter,0.001092082355171442,0.024598268792033195
L31.q_proj,q_proj,128,halve,bitrev,0.000977333984337747,0.023270105943083763
L31.q_proj,q_proj,96,full,off,0.004676298703998327,0.05090119689702988
L31.q_proj,q_proj,96,full,counter,0.0016607175348326564,0.030333656817674637
L31.q_proj,q_proj,96,full,bitrev,0.001631205785088241,0.030062926933169365
L31.q_proj,q_proj,96,halve,off,0.0029330423567444086,0.040312159806489944
L31.q_proj,q_proj,96,halve,counter,0.001741686719469726,0.031064322218298912
L31.q_proj,q_proj,96,halve,bitrev,0.0016167525900527835,0.029929444193840027
L31.q_proj,q_proj,64,full,off,0.01773703657090664,0.09913280606269836
L31.q_proj,q_proj,64,full,counter,0.0034521971829235554,0.04373455047607422
L31.q_proj,q_proj,64,full,bitrev,0.0032851456198841333,0.042663272470235825
L31.q_proj,q_proj,64,halve,off,0.013284028507769108,0.08579100668430328
L31.q_proj,q_proj,64,halve,counter,0.0035382681526243687,0.044276393949985504
L31.q_proj,q_proj,64,halve,bitrev,0.003201177576556802,0.04211450740695
L31.q_proj,q_proj,48,full,off,0.02613087370991707,0.12032444030046463
L31.q_proj,q_proj,48,full,counter,0.005656765308231115,0.05598361790180206
L31.q_proj,q_proj,48,full,bitrev,0.005318620707839727,0.05428456515073776
L31.q_proj,q_proj,48,halve,off,0.02078801766037941,0.10732068121433258
L31.q_proj,q_proj,48,halve,counter,0.0057617234997451305,0.05650060251355171
L31.q_proj,q_proj,48,halve,bitrev,0.005260484758764505,0.05398707091808319
L31.q_proj,q_proj,32,full,off,0.08665648102760315,0.2191176563501358
L31.q_proj,q_proj,32,full,counter,0.011499124579131603,0.07981954514980316
L31.q_proj,q_proj,32,full,bitrev,0.010628256015479565,0.07673753798007965
L31.q_proj,q_proj,32,halve,off,0.07578202337026596,0.20490850508213043
L31.q_proj,q_proj,32,halve,counter,0.011610500514507294,0.08020516484975815
L31.q_proj,q_proj,32,halve,bitrev,0.010353532619774342,0.07573927938938141
L31.q_proj,q_proj,16,full,off,0.4177928864955902,0.4811244010925293
L31.q_proj,q_proj,16,full,counter,0.03854747489094734,0.1461419314146042
L31.q_proj,q_proj,16,full,bitrev,0.034208692610263824,0.1376718282699585
L31.q_proj,q_proj,16,halve,off,0.39532211422920227,0.46800708770751953
L31.q_proj,q_proj,16,halve,counter,0.038325585424900055,0.1457207202911377
L31.q_proj,q_proj,16,halve,bitrev,0.033319003880023956,0.13586977124214172
L31.up_proj,up_proj,256,full,off,0.00011058291420340538,0.013451437465846539
L31.up_proj,up_proj,256,full,counter,0.00011058291420340538,0.013451437465846539
L31.up_proj,up_proj,256,full,bitrev,0.00011058291420340538,0.013451437465846539
L31.up_proj,up_proj,256,halve,off,8.311420970130712e-05,0.01166171208024025
L31.up_proj,up_proj,256,halve,counter,8.241030445788056e-05,0.011612225323915482
L31.up_proj,up_proj,256,halve,bitrev,8.36704857647419e-05,0.011700673028826714
L31.up_proj,up_proj,192,full,off,0.00017939235840458423,0.01713273487985134
L31.up_proj,up_proj,192,full,counter,0.00012414793309289962,0.014252612367272377
L31.up_proj,up_proj,192,full,bitrev,0.00014333550643641502,0.015314456075429916
L31.up_proj,up_proj,192,halve,off,0.00013891662820242345,0.01507654506713152
L31.up_proj,up_proj,192,halve,counter,0.0001314966066274792,0.014668374322354794
L31.up_proj,up_proj,192,halve,bitrev,0.00012838812835980207,0.01449396088719368
L31.up_proj,up_proj,128,full,off,0.0005854495684616268,0.030950624495744705
L31.up_proj,up_proj,128,full,counter,0.00026186456670984626,0.020699653774499893
L31.up_proj,up_proj,128,full,bitrev,0.0003105635696556419,0.02254238910973072
L31.up_proj,up_proj,128,halve,off,0.0003187136317137629,0.022836262360215187
L31.up_proj,up_proj,128,halve,counter,0.0002572664525359869,0.02051711268723011
L31.up_proj,up_proj,128,halve,bitrev,0.00023305072681978345,0.019527647644281387
L31.up_proj,up_proj,96,full,off,0.0009084995836019516,0.0385555624961853
L31.up_proj,up_proj,96,full,counter,0.00042549739009700716,0.026385974138975143
L31.up_proj,up_proj,96,full,bitrev,0.00046910744276829064,0.027705172076821327
L31.up_proj,up_proj,96,halve,off,0.0005740280030295253,0.03064723126590252
L31.up_proj,up_proj,96,halve,counter,0.0004270416684448719,0.02643381431698799
L31.up_proj,up_proj,96,halve,bitrev,0.00037919433088973165,0.024908961728215218
L31.up_proj,up_proj,64,full,off,0.0028810612857341766,0.06865955144166946
L31.up_proj,up_proj,64,full,counter,0.0008677147561684251,0.03768019750714302
L31.up_proj,up_proj,64,full,bitrev,0.0008790009305812418,0.03792445734143257
L31.up_proj,up_proj,64,halve,off,0.0020199224818497896,0.057489968836307526
L31.up_proj,up_proj,64,halve,counter,0.0008650837698951364,0.037623029202222824
L31.up_proj,up_proj,64,halve,bitrev,0.000787952623795718,0.03590663895010948
L31.up_proj,up_proj,48,full,off,0.0042369370348751545,0.08326273411512375
L31.up_proj,up_proj,48,full,counter,0.0014297503512352705,0.04836762696504593
L31.up_proj,up_proj,48,full,bitrev,0.0014040983514860272,0.047931768000125885
L31.up_proj,up_proj,48,halve,off,0.0032439986243844032,0.07285594940185547
L31.up_proj,up_proj,48,halve,counter,0.0014342906652018428,0.048444364219903946
L31.up_proj,up_proj,48,halve,bitrev,0.0013186103897169232,0.046449702233076096
L31.up_proj,up_proj,32,full,off,0.012842693366110325,0.14496152102947235
L31.up_proj,up_proj,32,full,counter,0.002945452695712447,0.06942257285118103
L31.up_proj,up_proj,32,full,bitrev,0.0028105995152145624,0.06781475245952606
L31.up_proj,up_proj,32,halve,off,0.010866724886000156,0.13334417343139648
L31.up_proj,up_proj,32,halve,counter,0.0029369848780333996,0.06932271271944046
L31.up_proj,up_proj,32,halve,bitrev,0.002673357492312789,0.06613832712173462
L31.up_proj,up_proj,16,full,off,0.05684135481715202,0.304969847202301
L31.up_proj,up_proj,16,full,counter,0.009999685920774937,0.1279139369726181
L31.up_proj,up_proj,16,full,bitrev,0.009213902987539768,0.12278534471988678
L31.up_proj,up_proj,16,halve,off,0.052419573068618774,0.2928676903247833
L31.up_proj,up_proj,16,halve,counter,0.009985490702092648,0.1278231143951416
L31.up_proj,up_proj,16,halve,bitrev,0.008916784077882767,0.12078940123319626
L31.v_proj,v_proj,256,full,off,0.00032745697535574436,0.031956423074007034
L31.v_proj,v_proj,256,full,counter,0.00032745697535574436,0.031956423074007034
L31.v_proj,v_proj,256,full,bitrev,0.00032745697535574436,0.031956423074007034
L31.v_proj,v_proj,256,halve,off,0.0002590604417491704,0.028423763811588287
L31.v_proj,v_proj,256,halve,counter,0.0002772375592030585,0.029404042288661003
L31.v_proj,v_proj,256,halve,bitrev,0.00026408996200188994,0.028698353096842766
L31.v_proj,v_proj,192,full,off,0.0005812496528960764,0.04257575422525406
L31.v_proj,v_proj,192,full,counter,0.0004686706233769655,0.038230929523706436
L31.v_proj,v_proj,192,full,bitrev,0.0004472913860809058,0.03734876960515976
L31.v_proj,v_proj,192,halve,off,0.0004836601438000798,0.0388374924659729
L31.v_proj,v_proj,192,halve,counter,0.0004852420825045556,0.0389009565114975
L31.v_proj,v_proj,192,halve,bitrev,0.000450881285360083,0.0374983474612236
L31.v_proj,v_proj,128,full,off,0.0015419782139360905,0.06934579461812973
L31.v_proj,v_proj,128,full,counter,0.0009375216322951019,0.054071906954050064
L31.v_proj,v_proj,128,full,bitrev,0.0009229693678207695,0.053650613874197006
L31.v_proj,v_proj,128,halve,off,0.0011895574862137437,0.060907915234565735
L31.v_proj,v_proj,128,halve,counter,0.0009572700946591794,0.05463843792676926
L31.v_proj,v_proj,128,halve,bitrev,0.0008810986764729023,0.05241955444216728
L31.v_proj,v_proj,96,full,off,0.0025161162484437227,0.08858218044042587
L31.v_proj,v_proj,96,full,counter,0.0015832016943022609,0.07026663422584534
L31.v_proj,v_proj,96,full,bitrev,0.0014975760132074356,0.06834007054567337
L31.v_proj,v_proj,96,halve,off,0.0020817872136831284,0.08057478815317154
L31.v_proj,v_proj,96,halve,counter,0.001598734175786376,0.07061048597097397
L31.v_proj,v_proj,96,halve,bitrev,0.0014737165765836835,0.06779349595308304
L31.v_proj,v_proj,64,full,off,0.007709675468504429,0.15505975484848022
L31.v_proj,v_proj,64,full,counter,0.003322076750919223,0.10178548842668533
L31.v_proj,v_proj,64,full,bitrev,0.00313245365396142,0.09883785992860794
L31.v_proj,v_proj,64,halve,off,0.006674190051853657,0.14427141845226288
L31.v_proj,v_proj,64,halve,counter,0.003292268142104149,0.1013278067111969
L31.v_proj,v_proj,64,halve,bitrev,0.0030646875966340303,0.09776291251182556
L31.v_proj,v_proj,48,full,off,0.01291987206786871,0.20072901248931885
L31.v_proj,v_proj,48,full,counter,0.00537541089579463,0.12947528064250946
L31.v_proj,v_proj,48,full,bitrev,0.005199460778385401,0.12733863294124603
L31.v_proj,v_proj,48,halve,off,0.011708851903676987,0.19109009206295013
L31.v_proj,v_proj,48,halve,counter,0.005361652933061123,0.1293094903230667
L31.v_proj,v_proj,48,halve,bitrev,0.005140217486768961,0.12661109864711761
L31.v_proj,v_proj,32,full,off,0.0376003235578537,0.34243398904800415
L31.v_proj,v_proj,32,full,counter,0.010735011659562588,0.1829710155725479
L31.v_proj,v_proj,32,full,bitrev,0.010387464426457882,0.17998479306697845
L31.v_proj,v_proj,32,halve,off,0.0349554568529129,0.3301706910133362
L31.v_proj,v_proj,32,halve,counter,0.010712647810578346,0.18278032541275024
L31.v_proj,v_proj,32,halve,bitrev,0.010280194692313671,0.17905303835868835
L31.v_proj,v_proj,16,full,off,0.18064938485622406,0.7505839467048645
L31.v_proj,v_proj,16,full,counter,0.03827177733182907,0.3454779386520386
L31.v_proj,v_proj,16,full,bitrev,0.03252069652080536,0.318464457988739
L31.v_proj,v_proj,16,halve,off,0.1757807433605194,0.7404004335403442
L31.v_proj,v_proj,16,halve,counter,0.038124896585941315,0.34481438994407654
L31.v_proj,v_proj,16,halve,bitrev,0.03222796320915222,0.31702786684036255
